Individual,known/queried,D3S1358,vWA,D16S539,D2S1338,D8S1179,D21S11,D18S51,D19S433,TH01,FGA
Suspect,queried,"15,16","15,18","11,11","17,24","13,13","29,31","10,16","13,14","6,9.3","22,24"
